segment_id,environment,speaker_id,word_count,sentence_count,emotion_word_count,vulnerability_count,repair_count,second_person_count,directive_count,commitment_count,segment_start_iso,emotional_cost,role_constraint
four_guys_00233,four_guys,🔆 Mr_Y,21,5,0,0,0,0,0,0,2022-10-25T11:22:00,0.0,0.0
four_guys_00234,four_guys,🔆 Mr_Y,38,8,0,0,0,1,0,0,2022-10-25T19:40:00,0.0,0.0
four_guys_00235,four_guys,🔆 Mr_Y,20,7,0,0,0,0,0,0,2022-10-26T16:02:00,0.0,0.0
four_guys_00236,four_guys,🔆 Mr_Y,139,29,0,0,0,1,6,0,2022-10-27T14:29:00,0.0,77.6978417266187
four_guys_00237,four_guys,🔆 Mr_Y,111,18,0,0,0,2,3,0,2022-10-28T14:34:00,0.0,43.24324324324325
four_guys_00238,four_guys,🔆 Mr_Y,11,4,0,0,0,0,0,0,2022-10-29T19:16:00,0.0,-54.54545454545454
four_guys_00239,four_guys,🔆 Mr_Y,35,8,0,0,0,0,0,0,2022-10-30T15:49:00,0.0,0.0
four_guys_00240,four_guys,🔆 Mr_Y,29,11,0,0,0,2,0,0,2022-10-31T08:25:00,0.0,0.0
four_guys_00241,four_guys,🔆 Mr_Y,53,8,0,0,0,0,4,0,2022-10-31T17:30:00,0.0,135.84905660377356
four_guys_00242,four_guys,🔆 Mr_Y,141,25,0,1,0,1,3,0,2022-11-01T07:28:00,14.184397163120567,38.297872340425535
four_guys_00243,four_guys,🔆 Mr_Y,36,12,0,0,0,0,0,0,2022-11-02T13:17:00,0.0,0.0
four_guys_00244,four_guys,🔆 Mr_Y,58,11,0,0,0,0,2,1,2022-11-03T13:30:00,0.0,62.068965517241374
four_guys_00245,four_guys,🔆 Mr_Y,163,26,0,0,0,1,7,0,2022-11-04T09:57:00,0.0,77.30061349693253
four_guys_00246,four_guys,🔆 Mr_Y,20,7,0,0,0,0,0,0,2022-11-05T07:24:00,0.0,0.0
four_guys_00247,four_guys,🔆 Mr_Y,13,5,0,0,0,0,0,0,2022-11-06T11:07:00,0.0,0.0
four_guys_00248,four_guys,🔆 Mr_Y,24,5,0,0,0,0,0,0,2022-11-07T20:10:00,0.0,0.0
four_guys_00249,four_guys,🔆 Mr_Y,29,4,0,0,0,1,1,0,2022-11-08T11:37:00,0.0,62.068965517241374
four_guys_00250,four_guys,🔆 Mr_Y,10,2,0,0,0,0,1,0,2022-11-09T09:40:00,0.0,180.0
four_guys_00251,four_guys,🔆 Mr_Y,12,2,0,0,0,2,0,0,2022-11-09T19:18:00,0.0,0.0
four_guys_00252,four_guys,🔆 Mr_Y,40,7,0,0,0,2,3,0,2022-11-10T10:03:00,0.0,135.0
four_guys_00253,four_guys,🔆 Mr_Y,158,30,0,0,0,5,7,1,2022-11-11T10:03:00,0.0,79.74683544303798
four_guys_00254,four_guys,🔆 Mr_Y,17,5,0,0,0,0,0,0,2022-11-12T00:31:00,0.0,0.0
four_guys_00255,four_guys,🔆 Mr_Y,9,2,0,0,0,0,0,0,2022-11-12T14:23:00,0.0,0.0
four_guys_00256,four_guys,🔆 Mr_Y,34,8,0,0,0,1,2,2,2022-11-13T15:48:00,0.0,141.17647058823528
four_guys_00257,four_guys,🔆 Mr_Y,13,2,0,0,0,0,2,0,2022-11-14T18:34:00,0.0,276.92307692307696
four_guys_00258,four_guys,🔆 Mr_Y,22,3,0,0,0,0,1,0,2022-11-15T10:37:00,0.0,81.81818181818181
four_guys_00259,four_guys,🔆 Mr_Y,22,7,0,0,0,2,2,0,2022-11-18T11:51:00,0.0,163.63636363636363
four_guys_00260,four_guys,🔆 Mr_Y,138,30,0,0,0,4,2,0,2022-11-19T10:50:00,0.0,26.086956521739133
four_guys_00261,four_guys,🔆 Mr_Y,79,11,0,0,0,1,2,0,2022-11-20T18:54:00,0.0,45.56962025316456
four_guys_00262,four_guys,🔆 Mr_Y,207,33,0,0,0,4,4,0,2022-11-21T12:35:00,0.0,34.78260869565218
four_guys_00263,four_guys,🔆 Mr_Y,11,1,0,0,0,0,0,0,2022-11-21T22:36:00,0.0,0.0
four_guys_00264,four_guys,🔆 Mr_Y,59,14,0,0,0,4,3,0,2022-11-23T12:53:00,0.0,91.52542372881358
four_guys_00265,four_guys,🔆 Mr_Y,401,53,1,0,0,1,15,0,2022-11-24T09:08:00,3.7406483790523692,70.32418952618455
four_guys_00266,four_guys,🔆 Mr_Y,11,3,0,0,0,0,0,0,2022-11-24T19:49:00,0.0,0.0
four_guys_00267,four_guys,🔆 Mr_Y,6,1,0,0,0,0,0,0,2022-11-25T09:36:00,0.0,0.0
four_guys_00268,four_guys,🔆 Mr_Y,50,8,0,0,0,0,2,0,2022-11-25T16:07:00,0.0,72.0
four_guys_00269,four_guys,🔆 Mr_Y,9,3,0,0,0,0,0,0,2022-11-29T12:10:00,0.0,0.0
four_guys_00270,four_guys,🔆 Mr_Y,13,4,0,0,0,1,0,0,2022-11-30T08:20:00,0.0,0.0
four_guys_00271,four_guys,🔆 Mr_Y,214,36,0,0,0,2,8,3,2022-12-01T08:42:00,0.0,64.48598130841121
four_guys_00272,four_guys,🔆 Mr_Y,143,30,0,0,0,4,4,0,2022-12-02T09:30:00,0.0,50.349650349650354
four_guys_00273,four_guys,🔆 Mr_Y,49,7,0,0,0,2,1,1,2022-12-03T09:59:00,0.0,36.734693877551024
four_guys_00274,four_guys,🔆 Mr_Y,22,3,0,0,0,2,1,0,2022-12-03T21:31:00,0.0,81.81818181818181
four_guys_00275,four_guys,🔆 Mr_Y,57,6,0,0,0,0,0,0,2022-12-04T10:03:00,0.0,0.0
four_guys_00276,four_guys,🔆 Mr_Y,29,3,0,0,0,0,1,0,2022-12-04T20:44:00,0.0,62.068965517241374
four_guys_00277,four_guys,🔆 Mr_Y,96,8,0,0,0,1,4,0,2022-12-05T10:42:00,0.0,75.0
four_guys_00278,four_guys,🔆 Mr_Y,153,25,0,0,0,0,7,1,2022-12-06T13:14:00,0.0,82.35294117647058
four_guys_00279,four_guys,🔆 Mr_Y,8,2,0,0,0,3,0,0,2022-12-07T07:39:00,0.0,0.0
four_guys_00280,four_guys,🔆 Mr_Y,272,44,1,0,0,1,13,1,2022-12-07T15:55:00,5.514705882352941,86.02941176470587
four_guys_00281,four_guys,🔆 Mr_Y,5,2,0,0,0,0,0,0,2022-12-08T16:03:00,0.0,0.0
four_guys_00282,four_guys,🔆 Mr_Y,72,11,0,0,0,1,0,1,2022-12-10T11:33:00,0.0,0.0
four_guys_00283,four_guys,🔆 Mr_Y,137,32,0,0,0,3,3,0,2022-12-12T09:38:00,0.0,39.416058394160586
four_guys_00284,four_guys,🔆 Mr_Y,238,41,0,0,0,6,4,2,2022-12-13T14:34:00,0.0,35.294117647058826
four_guys_00285,four_guys,🔆 Mr_Y,4,1,0,0,0,0,0,0,2022-12-14T19:46:00,0.0,0.0
four_guys_00286,four_guys,🔆 Mr_Y,142,28,0,0,0,5,4,1,2022-12-15T16:32:00,0.0,50.70422535211268
four_guys_00287,four_guys,🔆 Mr_Y,204,44,0,0,0,1,7,2,2022-12-16T08:39:00,0.0,67.64705882352942
four_guys_00288,four_guys,🔆 Mr_Y,333,57,0,0,0,12,9,2,2022-12-17T09:12:00,0.0,59.45945945945947
four_guys_00289,four_guys,🔆 Mr_Y,162,20,0,0,0,0,9,0,2022-12-18T08:43:00,0.0,96.29629629629628
four_guys_00290,four_guys,🔆 Mr_Y,221,32,0,0,0,4,4,1,2022-12-19T09:07:00,0.0,40.7239819004525
four_guys_00291,four_guys,🔆 Mr_Y,135,20,0,0,0,4,8,0,2022-12-20T14:33:00,0.0,106.66666666666667
four_guys_00292,four_guys,🔆 Mr_Y,579,86,0,0,0,12,18,0,2022-12-21T10:56:00,0.0,60.10362694300518
four_guys_00293,four_guys,🔆 Mr_Y,568,93,1,0,0,13,24,3,2022-12-22T08:56:00,2.6408450704225355,75.0
four_guys_00294,four_guys,🔆 Mr_Y,17,7,0,0,0,0,1,0,2022-12-23T10:04:00,0.0,105.88235294117646
four_guys_00295,four_guys,🔆 Mr_Y,14,3,0,0,0,0,1,0,2022-12-24T08:56:00,0.0,128.57142857142858
four_guys_00296,four_guys,🔆 Mr_Y,36,5,0,0,0,2,1,0,2022-12-26T18:43:00,0.0,49.99999999999999
four_guys_00297,four_guys,🔆 Mr_Y,339,50,0,0,0,4,10,1,2022-12-27T09:46:00,0.0,51.32743362831859
four_guys_00298,four_guys,🔆 Mr_Y,57,11,0,0,0,2,2,1,2022-12-28T09:01:00,0.0,63.157894736842096
four_guys_00299,four_guys,🔆 Mr_Y,1111,167,2,0,0,6,35,2,2022-12-29T08:51:00,2.7002700270027002,57.78577857785778
four_guys_00300,four_guys,🔆 Mr_Y,1,1,0,0,0,0,0,0,2022-12-30T07:42:00,0.0,0.0
four_guys_00301,four_guys,🔆 Mr_Y,1,2,0,0,0,0,0,0,2022-12-30T23:48:00,0.0,0.0
four_guys_00302,four_guys,🔆 Mr_Y,17,2,0,0,0,2,1,0,2022-12-31T11:26:00,0.0,105.88235294117646
four_guys_00303,four_guys,🔆 Mr_Y,4,3,0,0,0,0,0,0,2023-01-01T02:43:00,0.0,0.0
four_guys_00304,four_guys,🔆 Mr_Y,15,5,0,0,0,1,0,0,2023-01-01T13:51:00,0.0,0.0
four_guys_00305,four_guys,🔆 Mr_Y,1969,288,1,0,0,48,78,6,2023-01-02T10:30:00,0.7618080243778567,72.21940071102081
four_guys_00306,four_guys,🔆 Mr_Y,413,72,0,0,0,3,14,0,2023-01-02T18:54:00,0.0,61.01694915254238
four_guys_00307,four_guys,🔆 Mr_Y,131,21,0,0,0,0,4,0,2023-01-03T09:28:00,0.0,54.9618320610687
four_guys_00308,four_guys,🔆 Mr_Y,27,3,0,0,0,1,2,0,2023-01-04T14:02:00,0.0,133.33333333333334
four_guys_00309,four_guys,🔆 Mr_Y,140,23,0,0,0,1,3,0,2023-01-05T14:35:00,0.0,38.57142857142857
four_guys_00310,four_guys,🔆 Mr_Y,17,4,0,0,0,1,1,0,2023-01-06T09:28:00,0.0,105.88235294117646
four_guys_00311,four_guys,🔆 Mr_Y,125,22,0,0,0,1,5,0,2023-01-06T17:20:00,0.0,72.0
four_guys_00312,four_guys,🔆 Mr_Y,90,10,0,0,0,3,10,0,2023-01-07T15:39:00,0.0,213.33333333333331
four_guys_00313,four_guys,🔆 Mr_Y,159,40,0,0,0,4,7,0,2023-01-08T08:28:00,0.0,83.01886792452831
four_guys_00314,four_guys,🔆 Mr_Y,46,6,0,0,0,2,3,0,2023-01-09T16:23:00,0.0,117.3913043478261
four_guys_00315,four_guys,🔆 Mr_Y,491,78,0,0,0,3,14,0,2023-01-10T07:23:00,0.0,48.879837067209785
four_guys_00316,four_guys,🔆 Mr_Y,89,16,0,0,0,0,3,0,2023-01-11T07:35:00,0.0,74.15730337078652
four_guys_00317,four_guys,🔆 Mr_Y,621,86,0,0,0,8,17,1,2023-01-12T09:35:00,0.0,50.24154589371982
four_guys_00318,four_guys,🔆 Mr_Y,12,3,0,0,0,0,0,0,2023-01-13T07:28:00,0.0,99.99999999999999
four_guys_00319,four_guys,🔆 Mr_Y,73,11,0,0,0,0,1,0,2023-01-14T08:10:00,0.0,24.65753424657534
four_guys_00320,four_guys,🔆 Mr_Y,31,4,0,0,0,0,1,0,2023-01-14T14:48:00,0.0,96.7741935483871
four_guys_00321,four_guys,🔆 Mr_Y,58,10,0,0,0,0,0,0,2023-01-15T08:35:00,0.0,0.0
four_guys_00322,four_guys,🔆 Mr_Y,247,37,0,0,0,7,7,0,2023-01-16T10:07:00,0.0,51.012145748987855
four_guys_00323,four_guys,🔆 Mr_Y,1,1,0,0,0,0,0,0,2023-01-17T19:48:00,0.0,0.0
four_guys_00324,four_guys,🔆 Mr_Y,888,136,0,0,0,7,33,1,2023-01-18T07:56:00,0.0,68.24324324324324
four_guys_00325,four_guys,🔆 Mr_Y,1591,266,0,0,0,48,59,0,2023-01-19T09:16:00,0.0,67.8818353236958
four_guys_00326,four_guys,🔆 Mr_Y,1130,184,1,0,0,14,34,2,2023-01-20T15:00:00,1.3274336283185841,55.2212389380531
four_guys_00327,four_guys,🔆 Mr_Y,1217,185,0,0,0,12,49,0,2023-01-21T08:47:00,0.0,72.47329498767462
four_guys_00328,four_guys,🔆 Mr_Y,251,33,0,0,0,3,7,1,2023-01-22T09:29:00,0.0,54.9800796812749
four_guys_00329,four_guys,🔆 Mr_Y,573,75,0,0,0,3,26,0,2023-01-23T10:25:00,0.0,81.67539267015707
four_guys_00330,four_guys,🔆 Mr_Y,532,58,0,0,0,8,28,1,2023-01-24T09:04:00,0.0,95.86466165413533
four_guys_00331,four_guys,🔆 Mr_Y,601,96,0,1,1,7,21,0,2023-01-25T09:13:00,4.9916805324459235,62.89517470881863
four_guys_00332,four_guys,🔆 Mr_Y,142,21,0,0,0,1,5,0,2023-01-26T15:51:00,0.0,63.380281690140855
four_guys_00333,four_guys,🔆 Mr_Y,746,75,1,0,0,8,27,1,2023-01-27T06:13:00,2.0107238605898123,66.75603217158178
four_guys_00334,four_guys,🔆 Mr_Y,570,88,0,0,0,7,15,0,2023-01-28T08:59:00,0.0,47.368421052631575
four_guys_00335,four_guys,🔆 Mr_Y,91,17,0,0,0,1,5,1,2023-01-29T00:05:00,0.0,98.90109890109889
four_guys_00336,four_guys,🔆 Mr_Y,719,121,0,0,0,2,24,0,2023-01-29T09:46:00,0.0,61.75243393602225
four_guys_00337,four_guys,🔆 Mr_Y,251,35,0,0,0,5,6,0,2023-01-30T15:37:00,0.0,43.027888446215144
four_guys_00338,four_guys,🔆 Mr_Y,126,22,0,0,0,8,3,0,2023-02-02T09:32:00,0.0,42.857142857142854
four_guys_00339,four_guys,🔆 Mr_Y,3,2,0,0,0,0,0,0,2023-02-02T17:24:00,0.0,0.0
four_guys_00340,four_guys,🔆 Mr_Y,74,15,0,0,0,1,0,0,2023-02-03T12:20:00,0.0,0.0
four_guys_00341,four_guys,🔆 Mr_Y,632,96,0,0,0,4,27,0,2023-02-04T14:36:00,0.0,76.89873417721519
four_guys_00342,four_guys,🔆 Mr_Y,167,20,0,0,0,2,5,0,2023-02-06T14:51:00,0.0,53.89221556886228
four_guys_00343,four_guys,🔆 Mr_Y,214,21,0,0,0,0,11,0,2023-02-07T16:47:00,0.0,98.13084112149532
four_guys_00344,four_guys,🔆 Mr_Y,693,109,4,0,0,5,23,1,2023-02-08T09:20:00,8.658008658008658,66.66666666666667
four_guys_00345,four_guys,🔆 Mr_Y,8,1,0,0,0,0,0,0,2023-02-09T08:51:00,0.0,0.0
four_guys_00346,four_guys,🔆 Mr_Y,207,51,1,0,0,9,7,1,2023-02-09T15:11:00,7.246376811594203,57.971014492753625
four_guys_00347,four_guys,🔆 Mr_Y,1719,213,1,0,0,23,66,1,2023-02-10T09:19:00,0.8726003490401396,70.85514834205934
four_guys_00348,four_guys,🔆 Mr_Y,321,44,0,0,0,0,8,0,2023-02-11T07:50:00,0.0,52.336448598130836
four_guys_00349,four_guys,🔆 Mr_Y,177,30,0,0,0,1,4,0,2023-02-12T15:09:00,0.0,40.67796610169492
four_guys_00350,four_guys,🔆 Mr_Y,842,95,0,0,0,1,45,0,2023-02-13T08:17:00,0.0,99.0498812351544
four_guys_00351,four_guys,🔆 Mr_Y,726,99,0,0,0,12,27,0,2023-02-14T07:29:00,0.0,68.59504132231406
four_guys_00352,four_guys,🔆 Mr_Y,138,20,0,0,0,3,3,0,2023-02-15T10:46:00,0.0,39.130434782608695
four_guys_00353,four_guys,🔆 Mr_Y,215,35,0,0,0,4,4,0,2023-02-16T08:43:00,0.0,33.48837209302326
four_guys_00354,four_guys,🔆 Mr_Y,104,11,0,0,0,2,6,0,2023-02-17T08:45:00,0.0,103.84615384615385
four_guys_00355,four_guys,🔆 Mr_Y,8,2,0,0,0,1,1,0,2023-02-17T17:18:00,0.0,225.0
four_guys_00356,four_guys,🔆 Mr_Y,73,16,0,0,0,2,6,1,2023-02-18T05:53:00,0.0,147.94520547945206
four_guys_00357,four_guys,🔆 Mr_Y,7,1,0,0,0,1,0,0,2023-02-19T09:26:00,0.0,0.0
four_guys_00358,four_guys,🔆 Mr_Y,267,50,0,1,0,3,9,0,2023-02-20T15:38:00,7.49063670411985,60.67415730337079
four_guys_00359,four_guys,🔆 Mr_Y,3,1,0,0,0,0,0,0,2023-02-22T21:38:00,0.0,0.0
four_guys_00360,four_guys,🔆 Mr_Y,411,60,2,0,0,4,8,0,2023-02-23T09:17:00,7.299270072992702,39.41605839416058
four_guys_00361,four_guys,🔆 Mr_Y,649,91,0,0,0,8,21,1,2023-02-24T07:32:00,0.0,60.092449922958394
four_guys_00362,four_guys,🔆 Mr_Y,57,7,0,0,0,0,4,0,2023-02-25T13:28:00,0.0,126.31578947368419
four_guys_00363,four_guys,🔆 Mr_Y,85,10,0,0,0,0,2,0,2023-02-26T10:08:00,0.0,42.35294117647059
four_guys_00364,four_guys,🔆 Mr_Y,20,5,0,0,0,2,0,1,2023-02-26T18:02:00,0.0,0.0
four_guys_00365,four_guys,🔆 Mr_Y,254,41,1,0,0,1,4,1,2023-02-27T09:22:00,5.905511811023622,28.34645669291339
four_guys_00366,four_guys,🔆 Mr_Y,89,11,0,0,0,0,2,0,2023-03-01T18:24:00,0.0,40.44943820224719
four_guys_00367,four_guys,🔆 Mr_Y,279,35,0,0,0,0,9,0,2023-03-02T14:02:00,0.0,62.36559139784946
four_guys_00368,four_guys,🔆 Mr_Y,223,42,1,0,0,4,9,1,2023-03-03T08:35:00,6.726457399103138,78.0269058295964
four_guys_00369,four_guys,🔆 Mr_Y,170,31,0,0,0,8,10,0,2023-03-04T10:23:00,0.0,105.88235294117646
four_guys_00370,four_guys,🔆 Mr_Y,8,5,0,0,0,0,0,0,2023-03-05T00:35:00,0.0,0.0
four_guys_00371,four_guys,🔆 Mr_Y,1229,101,5,0,1,24,51,0,2023-03-05T07:51:00,6.91619202603743,74.69487388120423
four_guys_00372,four_guys,🔆 Mr_Y,734,118,0,0,0,19,22,0,2023-03-07T15:45:00,0.0,55.5858310626703
four_guys_00373,four_guys,🔆 Mr_Y,172,17,0,0,0,4,8,0,2023-03-08T09:32:00,0.0,83.72093023255813
four_guys_00374,four_guys,🔆 Mr_Y,20,2,0,0,0,0,1,0,2023-03-08T20:40:00,0.0,90.0
four_guys_00375,four_guys,🔆 Mr_Y,314,18,0,0,0,8,13,0,2023-03-09T18:45:00,0.0,74.52229299363057
four_guys_00376,four_guys,🔆 Mr_Y,869,117,0,0,0,21,33,2,2023-03-10T10:28:00,0.0,72.49712313003454
four_guys_00377,four_guys,🔆 Mr_Y,44,5,0,0,0,3,1,0,2023-03-11T09:07:00,0.0,40.90909090909091
four_guys_00378,four_guys,🔆 Mr_Y,55,13,0,0,0,0,0,0,2023-03-11T21:16:00,0.0,0.0
four_guys_00379,four_guys,🔆 Mr_Y,61,8,0,0,0,1,4,0,2023-03-12T09:01:00,0.0,137.7049180327869
four_guys_00380,four_guys,🔆 Mr_Y,19,3,0,0,0,1,1,0,2023-03-12T21:34:00,0.0,94.73684210526315
four_guys_00381,four_guys,🔆 Mr_Y,105,20,0,0,0,2,2,0,2023-03-14T18:11:00,0.0,45.71428571428572
four_guys_00382,four_guys,🔆 Mr_Y,37,6,0,0,0,0,1,0,2023-03-15T08:27:00,0.0,48.64864864864865
four_guys_00383,four_guys,🔆 Mr_Y,32,6,0,0,0,2,2,0,2023-03-16T10:20:00,0.0,112.5
four_guys_00384,four_guys,🔆 Mr_Y,37,5,0,0,0,0,0,0,2023-03-17T16:57:00,0.0,0.0
four_guys_00385,four_guys,🔆 Mr_Y,509,80,1,0,0,11,17,0,2023-03-18T07:45:00,2.946954813359528,58.93909626719057
four_guys_00386,four_guys,🔆 Mr_Y,163,35,0,0,0,5,6,2,2023-03-19T08:10:00,0.0,66.25766871165645
four_guys_00387,four_guys,🔆 Mr_Y,288,48,0,0,0,8,10,0,2023-03-20T10:25:00,0.0,62.5
four_guys_00388,four_guys,🔆 Mr_Y,356,48,0,0,0,8,16,2,2023-03-21T11:52:00,0.0,80.89887640449437
four_guys_00389,four_guys,🔆 Mr_Y,330,54,0,0,0,4,12,0,2023-03-22T07:56:00,0.0,65.45454545454545
four_guys_00390,four_guys,🔆 Mr_Y,18,6,0,0,0,0,0,0,2023-03-23T16:23:00,0.0,0.0
four_guys_00391,four_guys,🔆 Mr_Y,625,94,0,0,0,4,24,0,2023-03-24T07:39:00,0.0,67.2
four_guys_00392,four_guys,🔆 Mr_Y,391,54,0,0,0,4,5,0,2023-03-25T06:59:00,0.0,26.08695652173913
four_guys_00393,four_guys,🔆 Mr_Y,116,26,0,0,0,7,7,0,2023-03-26T09:49:00,0.0,108.62068965517241
four_guys_00394,four_guys,🔆 Mr_Y,57,12,0,0,0,0,3,0,2023-03-26T20:48:00,0.0,94.73684210526315
four_guys_00395,four_guys,🔆 Mr_Y,189,33,0,0,0,7,6,0,2023-03-27T20:42:00,0.0,69.84126984126983
four_guys_00396,four_guys,🔆 Mr_Y,68,25,0,0,0,0,4,2,2023-03-28T11:58:00,0.0,105.88235294117646
four_guys_00397,four_guys,🔆 Mr_Y,60,11,0,0,0,1,2,0,2023-03-31T10:25:00,0.0,50.00000000000001
four_guys_00398,four_guys,🔆 Mr_Y,198,36,0,0,0,5,9,1,2023-04-01T08:09:00,0.0,81.81818181818181
four_guys_00399,four_guys,🔆 Mr_Y,83,11,0,0,0,1,3,0,2023-04-02T13:13:00,0.0,65.06024096385542
four_guys_00400,four_guys,🔆 Mr_Y,44,6,0,0,0,0,2,0,2023-04-03T20:00:00,0.0,81.81818181818181
four_guys_00401,four_guys,🔆 Mr_Y,22,7,0,0,0,0,0,0,2023-04-04T18:42:00,0.0,0.0
four_guys_00402,four_guys,🔆 Mr_Y,91,13,0,0,0,3,2,0,2023-04-05T09:57:00,0.0,39.56043956043956
four_guys_00403,four_guys,🔆 Mr_Y,262,34,0,0,0,6,14,0,2023-04-06T08:19:00,0.0,96.18320610687023
four_guys_00404,four_guys,🔆 Mr_Y,19,5,0,0,0,0,4,0,2023-04-07T14:26:00,0.0,378.9473684210526
four_guys_00405,four_guys,🔆 Mr_Y,60,12,0,0,0,2,5,0,2023-04-12T17:34:00,0.0,150.0
four_guys_00406,four_guys,🔆 Mr_Y,63,16,0,0,0,2,3,0,2023-04-13T18:06:00,0.0,85.71428571428571
four_guys_00407,four_guys,🔆 Mr_Y,116,15,0,0,0,1,4,0,2023-04-14T15:53:00,0.0,62.068965517241374
four_guys_00408,four_guys,🔆 Mr_Y,5,2,0,0,0,0,0,0,2023-04-15T08:06:00,0.0,0.0
four_guys_00409,four_guys,🔆 Mr_Y,34,6,0,0,0,0,4,0,2023-04-15T15:09:00,0.0,211.76470588235293
four_guys_00410,four_guys,🔆 Mr_Y,23,5,0,0,0,1,1,0,2023-04-16T07:12:00,0.0,78.26086956521739
four_guys_00411,four_guys,🔆 Mr_Y,518,99,0,0,0,11,16,2,2023-04-17T09:43:00,0.0,54.440154440154444
four_guys_00412,four_guys,🔆 Mr_Y,20,3,0,0,0,0,1,0,2023-04-18T09:57:00,0.0,150.0
four_guys_00413,four_guys,🔆 Mr_Y,21,3,0,0,0,0,0,0,2023-04-18T20:53:00,0.0,0.0
four_guys_00414,four_guys,🔆 Mr_Y,49,9,0,0,0,0,8,1,2023-04-19T18:39:00,0.0,293.8775510204082
four_guys_00415,four_guys,🔆 Mr_Y,35,3,0,0,0,0,6,0,2023-04-20T14:32:00,0.0,308.57142857142856
four_guys_00416,four_guys,🔆 Mr_Y,5,2,0,0,0,0,0,0,2023-04-22T16:48:00,0.0,0.0
four_guys_00417,four_guys,🔆 Mr_Y,133,29,0,0,0,3,4,1,2023-04-24T08:45:00,0.0,63.1578947368421
four_guys_00418,four_guys,🔆 Mr_Y,199,41,0,0,0,10,8,0,2023-04-25T08:28:00,0.0,78.39195979899499
four_guys_00419,four_guys,🔆 Mr_Y,21,3,0,0,0,0,1,0,2023-04-25T21:09:00,0.0,85.71428571428571
four_guys_00420,four_guys,🔆 Mr_Y,17,2,0,0,0,0,1,0,2023-04-26T10:05:00,0.0,105.88235294117646
four_guys_00421,four_guys,🔆 Mr_Y,2,2,0,0,0,0,0,0,2023-04-26T20:32:00,0.0,0.0
four_guys_00422,four_guys,🔆 Mr_Y,128,22,0,0,0,7,7,0,2023-04-27T11:55:00,0.0,98.4375
four_guys_00423,four_guys,🔆 Mr_Y,43,5,0,0,0,0,2,0,2023-04-28T13:23:00,0.0,83.72093023255813
four_guys_00424,four_guys,🔆 Mr_Y,73,16,0,0,0,1,3,0,2023-04-29T14:42:00,0.0,73.97260273972603
four_guys_00425,four_guys,🔆 Mr_Y,25,6,0,0,0,0,1,0,2023-04-30T11:13:00,0.0,72.0
four_guys_00426,four_guys,🔆 Mr_Y,2,2,0,0,0,0,0,0,2023-05-01T08:37:00,0.0,0.0
four_guys_00427,four_guys,🔆 Mr_Y,41,7,0,0,0,3,1,0,2023-05-02T07:30:00,0.0,43.90243902439025
four_guys_00428,four_guys,🔆 Mr_Y,63,9,0,0,0,1,2,0,2023-05-02T18:32:00,0.0,47.61904761904762
four_guys_00429,four_guys,🔆 Mr_Y,20,7,0,0,0,0,0,0,2023-05-03T05:51:00,0.0,0.0
four_guys_00430,four_guys,🔆 Mr_Y,97,23,0,0,0,0,3,0,2023-05-03T19:51:00,0.0,55.670103092783506
four_guys_00431,four_guys,🔆 Mr_Y,6,2,0,0,0,0,0,0,2023-05-04T07:44:00,0.0,0.0
four_guys_00432,four_guys,🔆 Mr_Y,8,2,0,0,0,0,0,0,2023-05-04T18:11:00,0.0,0.0
four_guys_00433,four_guys,🔆 Mr_Y,128,44,0,0,0,2,4,0,2023-05-05T05:44:00,0.0,56.25
four_guys_00434,four_guys,🔆 Mr_Y,7,2,0,0,0,0,0,0,2023-05-06T18:58:00,0.0,0.0
four_guys_00435,four_guys,🔆 Mr_Y,7,2,0,0,0,0,0,0,2023-05-07T13:44:00,0.0,0.0
four_guys_00436,four_guys,🔆 Mr_Y,33,7,0,0,0,0,1,0,2023-05-07T21:46:00,0.0,90.9090909090909
four_guys_00437,four_guys,🔆 Mr_Y,434,40,2,0,0,1,13,0,2023-05-08T10:25:00,6.912442396313363,53.917050691244235
four_guys_00438,four_guys,🔆 Mr_Y,43,5,0,0,0,0,2,0,2023-05-09T07:45:00,0.0,83.72093023255813
four_guys_00439,four_guys,🔆 Mr_Y,27,5,0,0,0,0,1,0,2023-05-10T17:54:00,0.0,66.66666666666667
four_guys_00440,four_guys,🔆 Mr_Y,130,22,1,0,0,3,6,0,2023-05-11T06:25:00,11.538461538461538,83.07692307692308
four_guys_00441,four_guys,🔆 Mr_Y,40,6,0,0,0,0,0,0,2023-05-12T06:10:00,0.0,0.0
four_guys_00442,four_guys,🔆 Mr_Y,177,25,0,0,0,6,10,0,2023-05-12T17:03:00,0.0,101.69491525423729
four_guys_00443,four_guys,🔆 Mr_Y,16,2,0,0,0,0,0,0,2023-05-13T10:09:00,0.0,0.0
four_guys_00444,four_guys,🔆 Mr_Y,5,2,0,0,0,1,0,0,2023-05-15T16:42:00,0.0,0.0
four_guys_00445,four_guys,🔆 Mr_Y,18,6,0,0,0,0,1,0,2023-05-16T07:39:00,0.0,99.99999999999999
four_guys_00446,four_guys,🔆 Mr_Y,147,18,0,0,0,3,6,0,2023-05-16T17:05:00,0.0,73.46938775510205
four_guys_00447,four_guys,🔆 Mr_Y,51,9,0,0,0,2,0,0,2023-05-17T08:29:00,0.0,0.0
four_guys_00448,four_guys,🔆 Mr_Y,365,50,0,0,0,10,13,0,2023-05-18T09:25:00,0.0,70.68493150684931
