segment_id,environment,speaker_id,word_count,sentence_count,emotion_word_count,vulnerability_count,repair_count,second_person_count,directive_count,commitment_count,segment_start_iso,emotional_cost,role_constraint
four_guys_00016,four_guys,🔆 Mr_Y,77,18,0,0,0,3,2,0,2022-04-27T10:28:00,0.0,46.75324675324676
four_guys_00017,four_guys,🔆 Mr_Y,303,56,0,0,0,4,16,2,2022-04-28T15:25:00,0.0,102.97029702970298
four_guys_00018,four_guys,🔆 Mr_Y,292,57,0,0,0,2,9,0,2022-04-29T07:33:00,0.0,55.47945205479452
four_guys_00019,four_guys,🔆 Mr_Y,436,74,0,0,0,4,20,0,2022-04-29T16:09:00,0.0,81.19266055045873
four_guys_00020,four_guys,🔆 Mr_Y,5,3,0,0,0,0,0,0,2022-04-30T08:51:00,0.0,0.0
four_guys_00021,four_guys,🔆 Mr_Y,5,5,0,0,0,0,0,0,2022-04-30T19:16:00,0.0,0.0
four_guys_00022,four_guys,🔆 Mr_Y,10,3,0,0,0,0,1,0,2022-05-01T07:48:00,0.0,180.0
four_guys_00023,four_guys,🔆 Mr_Y,68,16,0,0,0,6,4,0,2022-05-02T08:49:00,0.0,105.88235294117646
four_guys_00024,four_guys,🔆 Mr_Y,45,6,0,0,0,0,5,0,2022-05-02T16:35:00,0.0,226.66666666666663
four_guys_00025,four_guys,🔆 Mr_Y,28,4,0,0,0,0,1,0,2022-05-03T13:27:00,0.0,64.28571428571429
four_guys_00026,four_guys,🔆 Mr_Y,89,14,0,0,0,2,3,0,2022-05-04T13:32:00,0.0,60.67415730337079
four_guys_00027,four_guys,🔆 Mr_Y,3,2,0,0,0,0,0,0,2022-05-05T16:15:00,0.0,0.0
four_guys_00028,four_guys,🔆 Mr_Y,1,1,0,0,0,0,0,0,2022-05-05T22:52:00,0.0,0.0
four_guys_00029,four_guys,🔆 Mr_Y,407,75,0,0,0,6,20,1,2022-05-06T06:50:00,0.0,88.45208845208845
four_guys_00030,four_guys,🔆 Mr_Y,321,60,0,0,0,9,15,2,2022-05-07T07:57:00,0.0,84.11214953271028
four_guys_00031,four_guys,🔆 Mr_Y,890,135,0,0,0,28,24,0,2022-05-08T02:12:00,0.0,50.561797752809
four_guys_00032,four_guys,🔆 Mr_Y,278,69,0,0,0,6,6,1,2022-05-08T18:36:00,0.0,38.84892086330935
four_guys_00033,four_guys,🔆 Mr_Y,279,49,0,0,0,2,5,0,2022-05-09T06:51:00,0.0,36.55913978494624
four_guys_00034,four_guys,🔆 Mr_Y,121,22,0,1,0,2,8,0,2022-05-09T21:47:00,16.528925619834713,114.04958677685951
four_guys_00035,four_guys,🔆 Mr_Y,94,11,0,0,0,2,5,1,2022-05-10T06:19:00,0.0,95.74468085106383
four_guys_00036,four_guys,🔆 Mr_Y,502,81,0,0,0,6,25,1,2022-05-10T15:25:00,0.0,92.03187250996014
four_guys_00037,four_guys,🔆 Mr_Y,67,12,0,0,0,0,4,0,2022-05-11T17:59:00,0.0,107.46268656716418
four_guys_00038,four_guys,🔆 Mr_Y,165,27,0,0,0,2,6,0,2022-05-12T12:36:00,0.0,80.0
four_guys_00039,four_guys,🔆 Mr_Y,891,142,0,0,0,15,48,1,2022-05-13T09:11:00,0.0,96.96969696969697
four_guys_00040,four_guys,🔆 Mr_Y,694,126,0,0,0,7,19,2,2022-05-14T07:16:00,0.0,49.27953890489914
four_guys_00041,four_guys,🔆 Mr_Y,72,10,0,0,0,5,3,0,2022-05-15T00:56:00,0.0,75.0
four_guys_00042,four_guys,🔆 Mr_Y,199,35,0,0,0,2,8,0,2022-05-15T09:07:00,0.0,72.36180904522614
four_guys_00043,four_guys,🔆 Mr_Y,80,15,0,0,0,2,2,0,2022-05-16T07:59:00,0.0,45.0
four_guys_00044,four_guys,🔆 Mr_Y,73,13,0,0,0,0,1,0,2022-05-16T19:37:00,0.0,24.65753424657534
four_guys_00045,four_guys,🔆 Mr_Y,180,21,0,0,0,3,4,1,2022-05-17T10:55:00,0.0,40.0
four_guys_00046,four_guys,🔆 Mr_Y,295,32,0,0,0,15,8,0,2022-05-19T17:53:00,0.0,50.847457627118644
four_guys_00047,four_guys,🔆 Mr_Y,331,76,0,0,0,4,6,2,2022-05-21T08:12:00,0.0,39.87915407854985
four_guys_00048,four_guys,🔆 Mr_Y,86,20,0,0,0,0,3,0,2022-05-22T10:39:00,0.0,55.81395348837209
four_guys_00049,four_guys,🔆 Mr_Y,69,16,0,0,0,6,2,1,2022-05-24T16:10:00,0.0,52.173913043478265
four_guys_00050,four_guys,🔆 Mr_Y,42,10,0,0,0,0,1,0,2022-05-25T07:26:00,0.0,42.857142857142854
four_guys_00051,four_guys,🔆 Mr_Y,41,7,0,0,0,1,1,0,2022-05-25T17:59:00,0.0,29.268292682926834
four_guys_00052,four_guys,🔆 Mr_Y,33,9,0,0,0,0,0,2,2022-05-26T06:33:00,0.0,0.0
four_guys_00053,four_guys,🔆 Mr_Y,149,26,0,0,0,0,7,0,2022-05-26T13:39:00,0.0,92.61744966442953
four_guys_00054,four_guys,🔆 Mr_Y,72,8,0,0,0,1,3,0,2022-05-27T09:56:00,0.0,75.0
four_guys_00055,four_guys,🔆 Mr_Y,152,33,0,0,0,6,5,1,2022-05-27T20:05:00,0.0,59.21052631578947
four_guys_00056,four_guys,🔆 Mr_Y,363,58,0,0,0,3,7,2,2022-05-29T10:05:00,0.0,38.01652892561984
four_guys_00057,four_guys,🔆 Mr_Y,25,2,0,0,0,1,1,0,2022-05-29T20:01:00,0.0,72.0
four_guys_00058,four_guys,🔆 Mr_Y,117,15,0,0,0,2,6,0,2022-05-30T18:58:00,0.0,92.3076923076923
four_guys_00059,four_guys,🔆 Mr_Y,25,6,0,0,0,0,0,0,2022-05-31T07:01:00,0.0,0.0
four_guys_00060,four_guys,🔆 Mr_Y,45,10,0,0,0,1,0,1,2022-05-31T22:21:00,0.0,0.0
four_guys_00061,four_guys,🔆 Mr_Y,13,3,0,0,0,0,0,0,2022-06-01T06:43:00,0.0,0.0
four_guys_00062,four_guys,🔆 Mr_Y,122,23,0,0,0,9,7,0,2022-06-01T18:26:00,0.0,103.27868852459018
four_guys_00063,four_guys,🔆 Mr_Y,42,12,0,0,0,0,2,0,2022-06-02T12:59:00,0.0,85.71428571428571
four_guys_00064,four_guys,🔆 Mr_Y,332,67,0,0,0,9,8,0,2022-06-03T09:06:00,0.0,43.37349397590362
four_guys_00065,four_guys,🔆 Mr_Y,34,6,0,0,0,0,0,0,2022-06-04T06:48:00,0.0,0.0
four_guys_00066,four_guys,🔆 Mr_Y,5,3,0,0,0,0,0,0,2022-06-04T20:06:00,0.0,0.0
four_guys_00067,four_guys,🔆 Mr_Y,185,29,0,0,0,1,4,0,2022-06-06T13:21:00,0.0,51.89189189189189
four_guys_00068,four_guys,🔆 Mr_Y,103,15,0,0,0,1,1,0,2022-06-07T08:41:00,0.0,11.650485436893204
four_guys_00069,four_guys,🔆 Mr_Y,70,17,0,0,0,2,1,0,2022-06-07T19:37:00,0.0,25.71428571428571
four_guys_00070,four_guys,🔆 Mr_Y,95,11,0,0,0,2,4,1,2022-06-08T07:13:00,0.0,75.78947368421052
four_guys_00071,four_guys,🔆 Mr_Y,10,3,0,0,0,0,1,0,2022-06-08T18:01:00,0.0,180.0
four_guys_00072,four_guys,🔆 Mr_Y,76,21,0,0,0,1,3,1,2022-06-09T08:11:00,0.0,71.05263157894737
four_guys_00073,four_guys,🔆 Mr_Y,20,3,0,0,0,0,1,0,2022-06-09T16:22:00,0.0,90.0
four_guys_00074,four_guys,🔆 Mr_Y,447,69,0,0,0,9,17,4,2022-06-10T06:14:00,0.0,68.45637583892618
four_guys_00075,four_guys,🔆 Mr_Y,8,3,0,0,0,0,0,0,2022-06-11T07:29:00,0.0,0.0
four_guys_00076,four_guys,🔆 Mr_Y,92,26,0,0,0,3,5,0,2022-06-11T14:05:00,0.0,97.82608695652175
four_guys_00077,four_guys,🔆 Mr_Y,181,31,0,0,0,1,7,1,2022-06-12T08:15:00,0.0,76.24309392265194
four_guys_00078,four_guys,🔆 Mr_Y,206,30,0,0,0,3,11,2,2022-06-13T12:56:00,0.0,101.94174757281553
four_guys_00079,four_guys,🔆 Mr_Y,65,13,0,0,0,1,4,1,2022-06-14T08:00:00,0.0,110.76923076923077
four_guys_00080,four_guys,🔆 Mr_Y,10,2,0,0,0,0,0,0,2022-06-14T17:04:00,0.0,0.0
four_guys_00081,four_guys,🔆 Mr_Y,113,20,0,0,0,4,3,2,2022-06-15T10:48:00,0.0,47.78761061946903
four_guys_00082,four_guys,🔆 Mr_Y,27,5,0,0,0,0,0,0,2022-06-16T15:09:00,0.0,0.0
four_guys_00083,four_guys,🔆 Mr_Y,8,1,0,0,0,0,0,0,2022-06-17T09:00:00,0.0,0.0
four_guys_00084,four_guys,🔆 Mr_Y,52,8,0,0,0,0,2,0,2022-06-17T15:05:00,0.0,69.23076923076924
four_guys_00085,four_guys,🔆 Mr_Y,15,2,0,0,0,0,0,0,2022-06-19T00:16:00,0.0,0.0
four_guys_00086,four_guys,🔆 Mr_Y,219,29,0,1,0,2,9,1,2022-06-19T10:08:00,9.1324200913242,79.45205479452055
four_guys_00087,four_guys,🔆 Mr_Y,310,50,0,0,0,10,8,0,2022-06-22T16:53:00,0.0,50.32258064516129
four_guys_00088,four_guys,🔆 Mr_Y,84,19,0,0,0,0,0,0,2022-06-23T15:54:00,0.0,0.0
four_guys_00089,four_guys,🔆 Mr_Y,189,34,0,0,0,4,6,1,2022-06-24T18:57:00,0.0,57.14285714285714
four_guys_00090,four_guys,🔆 Mr_Y,25,7,0,0,0,0,1,0,2022-06-25T11:59:00,0.0,72.0
four_guys_00091,four_guys,🔆 Mr_Y,177,24,0,0,0,2,6,0,2022-06-26T07:24:00,0.0,61.01694915254238
four_guys_00092,four_guys,🔆 Mr_Y,41,7,0,0,0,0,0,0,2022-06-27T13:10:00,0.0,-14.634146341463413
four_guys_00093,four_guys,🔆 Mr_Y,51,8,0,0,0,0,1,0,2022-06-28T14:45:00,0.0,35.294117647058826
four_guys_00094,four_guys,🔆 Mr_Y,47,8,0,0,0,0,2,0,2022-06-29T16:38:00,0.0,76.59574468085107
four_guys_00095,four_guys,🔆 Mr_Y,168,39,0,0,0,8,6,1,2022-06-30T17:29:00,0.0,60.71428571428572
four_guys_00096,four_guys,🔆 Mr_Y,10,2,0,0,0,0,1,0,2022-07-01T07:02:00,0.0,180.0
four_guys_00097,four_guys,🔆 Mr_Y,18,3,0,0,0,1,0,0,2022-07-03T10:47:00,0.0,0.0
four_guys_00098,four_guys,🔆 Mr_Y,23,2,0,0,0,1,0,0,2022-07-03T18:04:00,0.0,0.0
four_guys_00099,four_guys,🔆 Mr_Y,17,2,0,0,0,0,2,1,2022-07-05T08:53:00,0.0,211.76470588235293
four_guys_00100,four_guys,🔆 Mr_Y,108,16,0,0,0,4,5,0,2022-07-05T18:02:00,0.0,99.99999999999999
four_guys_00101,four_guys,🔆 Mr_Y,183,43,0,0,0,1,4,1,2022-07-06T07:32:00,0.0,45.90163934426229
four_guys_00102,four_guys,🔆 Mr_Y,35,5,0,0,0,1,4,0,2022-07-07T12:24:00,0.0,205.7142857142857
four_guys_00103,four_guys,🔆 Mr_Y,6,3,0,0,0,0,0,0,2022-07-07T20:50:00,0.0,0.0
four_guys_00104,four_guys,🔆 Mr_Y,315,34,0,0,0,1,11,1,2022-07-08T10:35:00,0.0,62.85714285714287
four_guys_00105,four_guys,🔆 Mr_Y,150,22,0,0,0,2,3,0,2022-07-09T08:43:00,0.0,36.0
four_guys_00106,four_guys,🔆 Mr_Y,24,9,0,0,0,0,1,0,2022-07-10T11:26:00,0.0,75.0
four_guys_00107,four_guys,🔆 Mr_Y,152,19,0,0,0,0,3,0,2022-07-11T10:26:00,0.0,51.315789473684205
four_guys_00108,four_guys,🔆 Mr_Y,85,19,0,0,0,1,2,0,2022-07-12T13:42:00,0.0,56.470588235294116
four_guys_00109,four_guys,🔆 Mr_Y,55,5,0,0,0,1,4,0,2022-07-13T10:21:00,0.0,130.9090909090909
four_guys_00110,four_guys,🔆 Mr_Y,55,11,0,0,0,1,0,0,2022-07-15T12:25:00,0.0,0.0
four_guys_00111,four_guys,🔆 Mr_Y,10,2,0,0,0,0,0,0,2022-07-16T12:39:00,0.0,0.0
four_guys_00112,four_guys,🔆 Mr_Y,38,5,0,0,0,0,1,0,2022-07-16T23:38:00,0.0,47.368421052631575
four_guys_00113,four_guys,🔆 Mr_Y,31,5,0,0,0,1,3,0,2022-07-17T17:31:00,0.0,174.19354838709677
four_guys_00114,four_guys,🔆 Mr_Y,44,10,0,0,0,1,3,0,2022-07-18T14:47:00,0.0,122.72727272727272
four_guys_00115,four_guys,🔆 Mr_Y,137,22,0,0,0,4,9,0,2022-07-20T15:13:00,0.0,118.24817518248176
four_guys_00116,four_guys,🔆 Mr_Y,382,63,0,0,0,8,9,2,2022-07-21T06:22:00,0.0,40.83769633507853
four_guys_00117,four_guys,🔆 Mr_Y,183,23,0,0,0,0,9,1,2022-07-22T09:52:00,0.0,95.08196721311477
four_guys_00118,four_guys,🔆 Mr_Y,17,1,0,0,0,1,0,0,2022-07-22T21:13:00,0.0,0.0
four_guys_00119,four_guys,🔆 Mr_Y,425,48,2,0,0,3,14,0,2022-07-23T10:40:00,7.058823529411764,63.52941176470589
four_guys_00120,four_guys,🔆 Mr_Y,108,15,0,0,0,1,2,1,2022-07-24T07:39:00,0.0,33.333333333333336
four_guys_00121,four_guys,🔆 Mr_Y,22,4,0,0,0,0,1,0,2022-07-24T18:59:00,0.0,81.81818181818181
four_guys_00122,four_guys,🔆 Mr_Y,162,35,0,0,0,4,2,1,2022-07-25T10:25:00,0.0,18.51851851851852
four_guys_00123,four_guys,🔆 Mr_Y,179,26,0,0,0,2,1,2,2022-07-26T08:39:00,0.0,10.05586592178771
four_guys_00124,four_guys,🔆 Mr_Y,58,21,0,0,0,0,3,0,2022-07-27T08:20:00,0.0,93.10344827586208
four_guys_00125,four_guys,🔆 Mr_Y,177,37,0,0,0,2,7,5,2022-07-28T10:15:00,0.0,67.79661016949154
four_guys_00126,four_guys,🔆 Mr_Y,542,102,0,0,0,8,19,6,2022-07-29T08:37:00,0.0,66.42066420664206
four_guys_00127,four_guys,🔆 Mr_Y,335,50,0,0,0,4,12,1,2022-07-30T08:05:00,0.0,64.47761194029852
four_guys_00128,four_guys,🔆 Mr_Y,9,3,0,0,0,0,0,0,2022-07-31T17:39:00,0.0,0.0
four_guys_00129,four_guys,🔆 Mr_Y,283,54,0,0,0,4,5,2,2022-08-01T08:01:00,0.0,31.80212014134276
four_guys_00130,four_guys,🔆 Mr_Y,30,4,0,0,0,0,2,1,2022-08-02T08:10:00,0.0,120.00000000000001
four_guys_00131,four_guys,🔆 Mr_Y,50,12,0,0,0,1,1,1,2022-08-03T07:37:00,0.0,60.0
four_guys_00132,four_guys,🔆 Mr_Y,22,4,0,0,0,0,0,2,2022-08-03T20:46:00,0.0,0.0
four_guys_00133,four_guys,🔆 Mr_Y,108,17,0,0,0,1,4,0,2022-08-04T08:01:00,0.0,66.66666666666667
four_guys_00134,four_guys,🔆 Mr_Y,37,5,0,0,0,0,3,0,2022-08-04T18:16:00,0.0,145.94594594594594
four_guys_00135,four_guys,🔆 Mr_Y,176,33,0,0,0,4,10,2,2022-08-05T07:10:00,0.0,95.45454545454545
four_guys_00136,four_guys,🔆 Mr_Y,39,10,0,0,0,0,3,0,2022-08-06T09:55:00,0.0,138.46153846153848
four_guys_00137,four_guys,🔆 Mr_Y,124,22,0,0,0,4,1,0,2022-08-07T09:12:00,0.0,24.193548387096776
four_guys_00138,four_guys,🔆 Mr_Y,140,28,0,0,0,4,6,3,2022-08-08T08:46:00,0.0,77.14285714285714
four_guys_00139,four_guys,🔆 Mr_Y,143,23,0,0,0,2,8,0,2022-08-09T08:30:00,0.0,109.0909090909091
four_guys_00140,four_guys,🔆 Mr_Y,370,61,0,0,0,6,11,3,2022-08-10T07:42:00,0.0,53.513513513513516
four_guys_00141,four_guys,🔆 Mr_Y,38,5,0,0,0,1,1,0,2022-08-11T09:22:00,0.0,47.368421052631575
four_guys_00142,four_guys,🔆 Mr_Y,3,1,0,0,0,1,0,0,2022-08-11T21:53:00,0.0,0.0
four_guys_00143,four_guys,🔆 Mr_Y,79,18,0,0,0,2,5,0,2022-08-12T00:07:00,0.0,113.9240506329114
four_guys_00144,four_guys,🔆 Mr_Y,332,51,0,0,0,6,21,6,2022-08-12T10:13:00,0.0,117.46987951807228
four_guys_00145,four_guys,🔆 Mr_Y,42,8,0,0,0,2,1,0,2022-08-13T00:01:00,0.0,42.857142857142854
four_guys_00146,four_guys,🔆 Mr_Y,258,48,0,0,0,8,11,1,2022-08-13T09:24:00,0.0,81.3953488372093
four_guys_00147,four_guys,🔆 Mr_Y,58,15,0,0,0,4,2,0,2022-08-14T11:18:00,0.0,62.068965517241374
four_guys_00148,four_guys,🔆 Mr_Y,43,4,0,0,0,0,3,0,2022-08-15T12:54:00,0.0,125.5813953488372
four_guys_00149,four_guys,🔆 Mr_Y,63,14,0,0,0,1,4,0,2022-08-16T15:00:00,0.0,133.33333333333331
four_guys_00150,four_guys,🔆 Mr_Y,17,3,0,0,0,0,0,0,2022-08-17T14:16:00,0.0,0.0
four_guys_00151,four_guys,🔆 Mr_Y,272,46,0,0,0,4,8,1,2022-08-18T14:49:00,0.0,52.94117647058823
four_guys_00152,four_guys,🔆 Mr_Y,14,2,0,0,0,1,1,0,2022-08-19T09:39:00,0.0,128.57142857142858
four_guys_00153,four_guys,🔆 Mr_Y,19,4,0,0,0,0,0,0,2022-08-19T20:33:00,0.0,0.0
four_guys_00154,four_guys,🔆 Mr_Y,164,35,0,0,0,1,2,0,2022-08-21T09:55:00,0.0,21.951219512195124
four_guys_00155,four_guys,🔆 Mr_Y,565,102,0,0,0,5,19,2,2022-08-22T11:59:00,0.0,61.5929203539823
four_guys_00156,four_guys,🔆 Mr_Y,22,7,0,0,0,0,0,0,2022-08-23T13:53:00,0.0,0.0
four_guys_00157,four_guys,🔆 Mr_Y,5,2,0,0,0,0,0,0,2022-08-24T10:49:00,0.0,0.0
four_guys_00158,four_guys,🔆 Mr_Y,27,6,0,0,0,0,1,0,2022-08-24T19:17:00,0.0,66.66666666666667
four_guys_00159,four_guys,🔆 Mr_Y,34,8,0,0,0,2,1,0,2022-08-25T15:18:00,0.0,52.94117647058823
four_guys_00160,four_guys,🔆 Mr_Y,150,23,0,0,0,7,5,1,2022-08-26T13:32:00,0.0,56.00000000000001
four_guys_00161,four_guys,🔆 Mr_Y,146,37,0,0,0,4,4,0,2022-08-26T23:07:00,0.0,49.31506849315068
four_guys_00162,four_guys,🔆 Mr_Y,134,33,0,0,0,2,5,0,2022-08-27T07:55:00,0.0,62.6865671641791
four_guys_00163,four_guys,🔆 Mr_Y,114,18,0,0,0,5,6,1,2022-08-28T09:24:00,0.0,94.73684210526315
four_guys_00164,four_guys,🔆 Mr_Y,235,46,0,0,0,5,9,1,2022-08-28T20:40:00,0.0,81.70212765957446
four_guys_00165,four_guys,🔆 Mr_Y,13,3,0,0,0,0,0,0,2022-08-29T09:31:00,0.0,0.0
four_guys_00166,four_guys,🔆 Mr_Y,12,4,0,0,0,0,0,0,2022-08-29T19:55:00,0.0,0.0
four_guys_00167,four_guys,🔆 Mr_Y,54,6,0,0,0,2,3,1,2022-08-30T19:46:00,0.0,99.99999999999999
four_guys_00168,four_guys,🔆 Mr_Y,65,16,0,0,0,3,2,0,2022-08-31T08:19:00,0.0,55.38461538461539
four_guys_00169,four_guys,🔆 Mr_Y,8,2,0,0,0,0,0,0,2022-09-01T18:24:00,0.0,0.0
four_guys_00170,four_guys,🔆 Mr_Y,208,41,0,1,0,11,4,1,2022-09-02T14:24:00,9.615384615384617,31.730769230769234
four_guys_00171,four_guys,🔆 Mr_Y,255,57,0,0,0,13,7,2,2022-09-03T11:55:00,0.0,58.823529411764696
four_guys_00172,four_guys,🔆 Mr_Y,602,96,0,0,0,8,19,1,2022-09-04T10:34:00,0.0,64.78405315614619
four_guys_00173,four_guys,🔆 Mr_Y,165,21,0,0,0,4,10,1,2022-09-05T13:56:00,0.0,116.36363636363636
four_guys_00174,four_guys,🔆 Mr_Y,102,28,0,0,0,2,0,0,2022-09-06T17:44:00,0.0,0.0
four_guys_00175,four_guys,🔆 Mr_Y,261,57,0,0,0,10,9,0,2022-09-07T09:37:00,0.0,66.66666666666666
four_guys_00176,four_guys,🔆 Mr_Y,142,22,0,0,0,3,3,1,2022-09-08T10:08:00,0.0,46.478873239436616
four_guys_00177,four_guys,🔆 Mr_Y,73,18,0,0,0,5,2,0,2022-09-09T17:14:00,0.0,49.31506849315068
four_guys_00178,four_guys,🔆 Mr_Y,162,21,0,0,0,2,10,0,2022-09-10T09:35:00,0.0,118.51851851851852
four_guys_00179,four_guys,🔆 Mr_Y,87,16,0,0,0,3,9,1,2022-09-10T17:32:00,0.0,186.20689655172416
four_guys_00180,four_guys,🔆 Mr_Y,884,135,1,0,0,6,41,2,2022-09-11T07:30:00,1.6968325791855206,88.91402714932126
four_guys_00181,four_guys,🔆 Mr_Y,1,1,0,0,0,0,0,0,2022-09-12T09:41:00,0.0,0.0
four_guys_00182,four_guys,🔆 Mr_Y,110,16,0,0,0,0,4,0,2022-09-12T19:01:00,0.0,65.45454545454545
four_guys_00183,four_guys,🔆 Mr_Y,349,59,6,0,0,2,12,1,2022-09-13T13:41:00,25.787965616045845,63.61031518624642
four_guys_00184,four_guys,🔆 Mr_Y,127,16,0,0,0,2,4,1,2022-09-14T10:43:00,0.0,56.69291338582678
four_guys_00185,four_guys,🔆 Mr_Y,44,15,0,0,0,3,0,0,2022-09-15T07:59:00,0.0,0.0
four_guys_00186,four_guys,🔆 Mr_Y,509,73,0,0,0,2,17,0,2022-09-16T07:17:00,0.0,64.83300589390963
four_guys_00187,four_guys,🔆 Mr_Y,14,2,0,0,0,1,3,0,2022-09-17T07:42:00,0.0,385.7142857142857
four_guys_00188,four_guys,🔆 Mr_Y,7,3,0,0,0,1,0,0,2022-09-17T21:15:00,0.0,0.0
four_guys_00189,four_guys,🔆 Mr_Y,315,47,0,0,0,1,7,0,2022-09-18T08:48:00,0.0,36.19047619047619
four_guys_00190,four_guys,🔆 Mr_Y,376,73,0,0,0,8,17,1,2022-09-19T08:47:00,0.0,81.38297872340426
four_guys_00191,four_guys,🔆 Mr_Y,9,3,0,0,0,1,0,0,2022-09-20T15:38:00,0.0,0.0
four_guys_00192,four_guys,🔆 Mr_Y,22,6,0,0,0,0,1,0,2022-09-21T06:56:00,0.0,81.81818181818181
four_guys_00193,four_guys,🔆 Mr_Y,177,31,1,0,1,7,4,0,2022-09-21T15:04:00,14.124293785310735,40.67796610169492
four_guys_00194,four_guys,🔆 Mr_Y,30,5,0,0,0,2,1,0,2022-09-22T15:27:00,0.0,60.00000000000001
four_guys_00195,four_guys,🔆 Mr_Y,357,71,0,0,0,11,14,1,2022-09-23T11:49:00,0.0,70.58823529411765
four_guys_00196,four_guys,🔆 Mr_Y,464,97,0,0,0,15,9,2,2022-09-24T07:23:00,0.0,37.5
four_guys_00197,four_guys,🔆 Mr_Y,44,10,0,0,0,1,0,0,2022-09-25T18:03:00,0.0,0.0
four_guys_00198,four_guys,🔆 Mr_Y,154,30,0,0,0,3,2,0,2022-09-26T12:52:00,0.0,23.37662337662338
four_guys_00199,four_guys,🔆 Mr_Y,13,2,0,0,0,0,0,0,2022-09-27T08:21:00,0.0,0.0
four_guys_00200,four_guys,🔆 Mr_Y,28,5,0,0,0,0,1,0,2022-09-28T15:25:00,0.0,107.14285714285714
four_guys_00201,four_guys,🔆 Mr_Y,174,31,0,0,0,0,0,0,2022-09-29T08:16:00,0.0,13.793103448275861
four_guys_00202,four_guys,🔆 Mr_Y,8,1,0,0,0,2,0,0,2022-09-29T16:28:00,0.0,0.0
four_guys_00203,four_guys,🔆 Mr_Y,118,13,0,0,0,5,0,0,2022-09-30T12:15:00,0.0,0.0
four_guys_00204,four_guys,🔆 Mr_Y,21,5,1,0,0,0,0,0,2022-10-01T06:49:00,71.42857142857142,0.0
four_guys_00205,four_guys,🔆 Mr_Y,33,6,0,0,0,0,1,0,2022-10-01T13:29:00,0.0,54.54545454545455
four_guys_00206,four_guys,🔆 Mr_Y,44,11,0,0,0,0,2,0,2022-10-01T22:32:00,0.0,81.81818181818181
four_guys_00207,four_guys,🔆 Mr_Y,72,9,0,0,0,2,4,0,2022-10-02T08:16:00,0.0,116.66666666666666
four_guys_00208,four_guys,🔆 Mr_Y,514,75,0,0,0,4,18,0,2022-10-03T07:54:00,0.0,72.37354085603114
four_guys_00209,four_guys,🔆 Mr_Y,48,6,0,0,0,1,0,0,2022-10-04T14:19:00,0.0,0.0
four_guys_00210,four_guys,🔆 Mr_Y,79,12,0,0,0,0,1,0,2022-10-05T10:36:00,0.0,37.9746835443038
four_guys_00211,four_guys,🔆 Mr_Y,49,8,0,0,0,1,1,0,2022-10-06T14:51:00,0.0,36.734693877551024
four_guys_00212,four_guys,🔆 Mr_Y,150,23,0,0,0,6,9,0,2022-10-07T11:04:00,0.0,108.0
four_guys_00213,four_guys,🔆 Mr_Y,22,5,0,0,0,1,0,0,2022-10-08T09:13:00,0.0,0.0
four_guys_00214,four_guys,🔆 Mr_Y,132,18,0,0,0,3,1,0,2022-10-09T09:03:00,0.0,9.09090909090909
four_guys_00215,four_guys,🔆 Mr_Y,78,11,0,0,0,0,0,0,2022-10-09T20:50:00,0.0,0.0
four_guys_00216,four_guys,🔆 Mr_Y,364,40,0,0,0,4,7,0,2022-10-10T11:05:00,0.0,37.91208791208792
four_guys_00217,four_guys,🔆 Mr_Y,241,47,0,0,0,10,4,1,2022-10-11T13:39:00,0.0,29.875518672199174
four_guys_00218,four_guys,🔆 Mr_Y,72,22,1,0,0,0,1,0,2022-10-12T13:04:00,20.833333333333332,24.999999999999996
four_guys_00219,four_guys,🔆 Mr_Y,145,26,0,0,0,0,1,0,2022-10-13T10:45:00,0.0,12.413793103448276
four_guys_00220,four_guys,🔆 Mr_Y,59,10,0,0,0,1,2,0,2022-10-14T14:08:00,0.0,61.01694915254238
four_guys_00221,four_guys,🔆 Mr_Y,46,8,0,0,0,2,1,0,2022-10-15T12:56:00,0.0,39.130434782608695
four_guys_00222,four_guys,🔆 Mr_Y,43,7,0,0,0,0,1,0,2022-10-16T08:09:00,0.0,69.76744186046511
four_guys_00223,four_guys,🔆 Mr_Y,22,9,0,0,0,0,0,0,2022-10-17T09:39:00,0.0,0.0
four_guys_00224,four_guys,🔆 Mr_Y,10,4,0,0,0,0,3,0,2022-10-18T16:36:00,0.0,540.0
four_guys_00225,four_guys,🔆 Mr_Y,20,8,0,0,0,1,0,0,2022-10-19T11:34:00,0.0,0.0
four_guys_00226,four_guys,🔆 Mr_Y,15,1,0,0,0,0,0,0,2022-10-20T09:08:00,0.0,0.0
four_guys_00227,four_guys,🔆 Mr_Y,232,48,0,0,0,4,4,0,2022-10-20T18:22:00,0.0,36.206896551724135
four_guys_00228,four_guys,🔆 Mr_Y,158,22,1,0,0,2,4,0,2022-10-21T10:09:00,9.49367088607595,45.56962025316456
four_guys_00229,four_guys,🔆 Mr_Y,409,62,0,0,0,4,18,0,2022-10-22T07:12:00,0.0,82.1515892420538
four_guys_00230,four_guys,🔆 Mr_Y,73,9,0,0,0,0,1,0,2022-10-23T08:25:00,0.0,24.65753424657534
four_guys_00231,four_guys,🔆 Mr_Y,415,63,0,0,0,12,14,0,2022-10-24T09:43:00,0.0,59.277108433734945
four_guys_00232,four_guys,🔆 Mr_Y,22,2,0,0,0,2,0,0,2022-10-24T18:56:00,0.0,0.0
